Reviews,Rating
the phone was not unlocked as advertised unlocked means if a phone is unlocked it will recognize a subscriber identification module sim card from any carriernot so with this i ended up paying another  for an unlock code after much time wasted on the phone with t mobile and motorolauntrustworthy seller,negative
unless you have very small hands do not even think about getting this,negative
the battery goes dead so fast you cant use the phone,negative
i bought  iphonesone was okthe other was not unlocked i sended it to my country and it does not workso now whati lost my because i cannot see any option to return the phone,negative
this product is not dual sim do not buy it has a dummy space that is cover but does not work,negative
the cellphone package was not sealed cellphone had scratches on the screen as well as on the back sidebut overall i find lenovo aa upto the mark as per the price and hardware configurationone caution  it is a chineese cellphone so you might expect some chineese language eg when hard reset in phone book etc ,negative
i bought a samsung s mini and they sent me a samsung galaxy young and i came to venezuela this week as would do was to make the return,negative
so the phone stop working not even a month later when i tried to email the company i got no response on what could be wrong,negative
the phone was in good condition but i could not activate it was reported stolen,negative
out of box battery lasts about an hour with full charge will not give notifications to text and email with my s loses connection at about ft spend the extra cash and get a reputable smart watch not this knock off stuff you get what you pay for,negative
the worst phone ever of course the price say a lot about it it didnt work after  month of use,negative
the description was wrong it says for sprint service but it is not for sprint after i eecived it it is verizon i am very disappointed,negative
after  months of use the phone started shutting down only to found out the battery was no good will not buy from this vendor,negative
good product for the price but the charger port does not last long on them,negative
the samsung galaxy s is a fantastic phone but the one i received from this seller was defective i did not find out until after it was activated so this presents a big problem for me the problem is that the it will not charge the battery the first time it charged the battery to  and that is when i had to take it to the att store to get it activated when i returned home i put it back on charge and let it charge for a couple of hours before i returned to get it the phone was not charging and it was  changed i reset the phone and it charged again when it got to  i installed the update i thought the update might fix the charging problem after the update the phone was reset while it finished installing that all went fine i saw that the phone was charging so i left it on the charger and went o sleep when i returned  hours later it had stopped charging and the phone was charged to  so all the problems with the phone have to do with the charging i also tried the finger print scanner as a method to unlock the phone but after it was trained it took way to many tries to get it to read my finger correctly it was a good thing that the phone had a backup password that could bypass the finger print i do not know if i should order another one of these phones i am pretty sure they are refurbished phones but they avoid saying that in the description,negative
would not keep a charge even changed battery,negative
i am highly disappointed with this android it simply cannot connect to wifi and even it does it cannot remain connected more than an hour there is no way to fix the problem i have downloaded all the apps on online forums tried and tried this phone is just a huge disappointment on my budget and samsung brand i actually bought it on january  and tried for  months to fix it and here i am writing my failure after numerous trials any other brand would be better than this,negative
returned for refund tried to use for three daysthis phone was a great disappointmentit came packaged nicely and with quality addons the phone itself seemed nicethe first problem was the sim card it takes the largest size like flip phone from the s big off to the att store got a sim card after enduring the ridicules of the att associatesecond problem this is not a g phone for att g only it is kind of g for some networks but not reallythird problem it would not connect with mobile data at all wifi was fine but nothing mobile tried all the settings and tips i could find online no datafourth problem it would lock up all of the time and require battery removal to rebootfifth no text messages at this point it would only make actual phone calls and slowly surf on wifii ordered a htc desire  from amazon and returned this piece of blu amazon was great and quick with the refund now my wife is happily connected on the go once again the htc works well for only a few more dollars,negative
buy this cel for my wife and cant open facebook and messenger when i download it and did not no say its dont bring for external memorie only internal real unhappy,negative
lenovo buy second team by amazon and my country does not work with any operator feel very upset because i bought another model and anything that works only with wifi i think that should clarify that do not cheated a second time and surely no one will answer,negative
the device does not work  i will be returning it ,negative
i received my package only to be disappointed no phone instead clothing was in the box,negative
horrible dont waste your time or money on this phone it has all kinds of glitches that ive tried contacting blu about and all they tell me is to do a hard reset on the phone why should i have to inconvenience myself be doing that and having it delete everything on my phone and then id have to take the time out of my busy day to redownload everything that has  that is poor customer service if you ask me and ive been in customer service for  years,negative
did not work when i got it tried to return it and i still have no refund idk if shipping screwed up or what but im pretty pissed,negative
did not like it cannot walk no more then  feet away before it disconnected,negative
good day my cell posh titan look no works  let me know how paragraph support return as the team has one year warranty,negative
i ve been using samsung since  but this phone is very bad this is the worse phone that i ever bought,negative
non functioning phone due to power  home button not working,negative
the unit is sim card network locked not like as described that the phone is factory unlocked please provide the unlock code for both sim slotsamsung galaxy j jm gb dual sim lte factory unlocked gold,negative
i bought  blackberry  two differents sellers one is goodeal and the other is th wireless please be aware of these sellers the phones arent new and they came with several problems and missing accesories one came with no battery and the others came without usb cable and instructions and plus more than hours of voice usage give me a break i feel scammed dont buy from these sellers amazon should need to verify the product before shipping to the customers,negative
worked for about  months then shut off for good never dropped,negative
i am not satisfied because in the description  the product is not to be a duo phone which was sent and i get  and i do not like the duo phones,negative
i bought  of these cases for my parents they loved them at first after a few months the outer rubber shell began to get loose and now the power and volume buttons are not  am not making proper contact when you press the buttons i would not recommend this model of otterbox at all i have the commuter model and like that one much better,negative
after  month of using it the phone started to just lose connection from time to time as if it were on airplane mode i had to just wait until it somehow repairs itselfchanging the sim card with a different carrier did not helpand the issue got worse and worse over time  now it is nearly nonfunctional after  monthsin those months it gave me a whole lot of frustration because i will not be able to reply promptly to my friends text messages or contact somewhere urgently on my phonealso another poor design feature  when carrying the phone in my bag the call button would be accidentally pressed so that my friends were confused why i was calling them many timesanyways i highly recommend not buying this phone unless you want a temporary cheap phone just for  month,negative
the phone just has too many gliches  freezing apps opening then closing txt  calls not going through social media not updating,negative
defective wine,negative
problems getting it activated had to buy a charger for  then after all the problems i had getting it activitated the product did not operate as expected battery did not last for a conversation would log off in the middle of a conversation constant beeping in my ear when using the phone battery would not hold charge if you actually used the phonei reported this to amazon and i have received a full refund do not think i will order electronic products that are not new ever again there was a reason it was sold with out a charger and i was unable to activiate it that should have been my first clueamazon handed the problems and gave me a full refund,negative
waste of money does not even work rite i wish i could put no stars,negative
i have only been using the phone for about a week and i cannot make phone calls or view my apps when i try to call out it does not register it until about  minutes later it has  it is the worse phone i have ever had,negative
title states unlocked box a terrible hand written note on it says it has  it is not unlocked very pissed about this if i pay  it should be as stated,negative
i am extremely disappointed i was promised my equipment and has yet to receive a phone i am highly upset there is no way to get in contact with the seller because sending them a email is a waste of my time,negative
only worked for about  weeksreally small phone,negative
i bought this phone for my wife who enjoyed it a few years agothis model was supposed to be ok with a at  t sim cardit is completely disappointing the sound is bad the backlighting is badnever again,negative
damaged and would stick could not use but i returned it,negative
battery was not working returned this and got my money back,negative
very weak reception,negative
i bought this phone for my father for fathers day that was about three weeks ago and he has been using it but then all of a sudden there has  there is just a rainbow screen im not even sure what the warranty is on the phone because i messaged the seller and they are unable to give me a proper feedback he said the phone was working at first and it did not fall or anything of that sort he was enjoying the phone but i do not know what has happened and i need to get some help,negative
my blackberry  came with a bad battery i had to change it and a duplicated or cloned i do not know the right termpin number so sometimes someone in bangkok use my pin turning off my pin and speaks with my contacts and delete some of them they can change my status and the profile pictureplus the screen came full of dust in the internal side what can i say,negative
it was  stars february th till days ago it was great then randomly stopped charging something is wrong with the charging port this was my first blu phone and was hoping for it to last at least a year ,negative
i usually hate writing reviews still do however i think it was necessary to share about this phone i was really excited to get my new samsung galaxy but upon opening the box i realise something was off first off the phone did not come in its original packaging and the accessories were somewhat questionable upon using the phone i also realise the battery life is really bad,negative
phone will not hold a charge and the volume down button does not work definitely not a quality phone,negative
when i searched google for is blu energy x g lte it came up amazon blu energy x plus and in the small print it said large g lte phone and i ordered it one day shipping was awesome i got it today  i pay for unlimited tmobile g lte i put in my sim and it only gave me g  i checked it up and saw the phone is only capable of g hspa which is similar to g lte so for a extra  i would have bought the blu energy  which is g lte,negative
i do not know yet,negative
comes with a lazy pixel,negative
well the wireless equipment was delivered after the deadline limit set the equipment does not work properly  i bought a samsung galaxy note  on the box indicates that it is but inside the cell equipment is a description that states like a samsung galaxy s and the software does not exist apn recognize is what allows mobile data networks for internet service from telephone companies  which does not allow me to use my data plan the phone equipment in alpha pc i bought is not what you stated in your description has also overheating on cell phone calls when done  is inhibited by seconds does it take for the battery discharges very fast and the charger cable is not charging properly please  i would like to know who i contact to request a refund and what are the steps and the time i should wait for their answersin advance i am very grateful for your quick response ana chiquitoanitaechiquitogmailcom,negative
i bought two grand prime from this seller and now they are starting to malfunction phones over heating and the buttons sometimes do not work now i cannot return them so i would advise that you all stay away from this product,negative
cannot set up email through blackberry now tigerdirect cannot find my order number or information,negative
all are good except battery cannot hold charge for even one day under standby mode,negative
i purchased this phone in june  and now october of  not even  months later i have to have the button that turns it off and on replaced not a happy person,negative
sim card reader did not work,negative
i bought one for use overseas but mine was defective it cannot keep time the gps cannot lock onto the satellites and my laptop cannot recognize it and i could not find a fix the only way to transfer photos is to upload to the cloud and then to my laptop or send them in email formerly i used a moto g which worked very well but i wanterd a better camera without paying the high price of the moto x so i tried the lg g it does have a very good camera but i want to geotag photos and get coordinates of various work sites i will stay away from no warranty offers in the futurei tried to return to seller but they would not exchange itdata worked fine in liberia mozambique and indonesia but did not work well in sierra leone it is very annoying trying to transfer photos from the phone to my laptop since no laptop will not recognize it i tried a miniusb drive but the phone would not recognize the drive when it was plugged in the clock cannot keep time without being connected to a network it cannot read gps location and so many of the apps i use are useless,negative
the phone was never paid off by the previous owner when i tried to switch it over to my account  it suspended my whole verizon account causing me to lose my number it has  it is just real frustrating that i spent all that money on a phone that could never be mind i feel foolish for buying it and i just want my refund for the phone and the one day shipping cost,negative
bogus phone not unlocked is a locked trac phone,negative
big rip off  euros for  gb is spendy but the unit sucks up data just being turned on with nothing connected no customer service response to emails and phone call response was to just reset device if your going to europe just rent a device from easymifi for  euros a day with unlimited data,negative
item were not as described,negative
the phone after that a lot is slow to reach me almost a month and a half the software does not work i could not use it all the time is restarted not recommended,negative
the phone is good the packing was terrible a joke,negative
phone not chargein and missing battery door,negative
phone not chargein and missing battery door,negative
this phone had obvious water damage when i received it it looked like in new condition but i had problems with the screen and with it freezing from day one when i took it to my verizon store and we took off the battery  the sticker that shows damage had in fact been changed to read the redwhite stripes indicating damage i feel duped and will not purchase from this seller again,negative
this phone is a really good idea i do not use it for underwater or anything but have sweated through a number of phones so wanted something for running it works great until it does not the rear cover on my phone would ever so slightly open on occasion if you every single time you pick up the phone remember to push this down in addition to sealing the charging plug then you are golden but the problem is as the cover randomly opens impossible to be checking it all the timealthough the samsung water damage warranty on this is pretty bad anyway you should really buy a version that has the warranty in case you run into troublealso vendor is useless in helping here,negative
the phone was put in the box wrapped in bubble wrap and the charger was just thrown in it was very unofficial and sketchy it did not come with a headset like it was supposed to and the charger does not work and is not a samsung charger i need the phone for work and the phone is usable so it has  it is too much of a hassle to return it i was unable to get the missing headset and the broken charger issue resolved,negative
i got this phone because it has  it is the same phone i got when i first opened up my verizon account a year ago it worked really well my first smart phone until it died a year later so i thought id get this replacement from amazon ultimately when i tried activating this amazon version at the verizon store they told me that the history of the phone indicated that as some point it was coded specially so it could only be a pay as you go phoneor something i cannot remember the specifics all i know is that i could not activate with my verizon contract maybe not all the phones are like that but it sure was a hassle,negative
at least this is a s  and that you buy  months it went out and never came back to catch on internal and battery is no way to know what you have  i went to several professional shops and tell me all the phone is damaged  that does not work   ,negative
defective sim returned item,negative
it was a reck,negative
the item blackberry  bold unlocked gsm is not unlockedthus not as stated this is the main reason for hating it,negative
the product never workedand the front screen was shakingim from nassau bahamas and its very expensive to make returns to amazon,negative
it has  it is was slow and the services was horrible wish i could have my money back and plus the back came off out of the blue,negative
do not waste your time buy from the apple storewhen i got mine the battery life was very poor  hours usage  hours standby with no added apps and all the standard settings for battery life after researching the problem and tryin everything it was clearly a bad batteryi paid to return it and the seller emailed me to say a replacement was sent when i received the replacement clearly it was the same phone as i had forgotten to remove the screen protector what has  what is worse the battery life now was less than hoir usage straight out of the box after full hr recharge from the wall adapter and no added appsso i decided rather than waste any more money shipping back to this incompetent repair center id just buy the battery replace kit and do it myselfwish id spent the little extra to get at the apple store now,negative
i ended up getting a phone that only worked when it was plugged in called the company and they never call you back,negative
the phone is lovely and just what i needed unfortunately it was still locked onto a specific carrier and hence useless to me the seller oem shop was unresponsive and has yet to resolve the issue i had to purchase a different phone and get on with life,negative
this was the worst phone ive ever purchased runs slow charges slow gps does not work camera is terrible and you cannot watch videos do not buy it if you are wanting a phone to put your sim card in go to walmart and purchase one of their pay as you go phones i got the lg k and i love it,negative
after contacting amazon to ensure that this product when sold directly by amazon was new i decided to order this phone this item is not new and comes with parts not original to the phone the box was not original the phone did not work properly the trackball would not scroll in certain directions so the phone was basically useless thankfully amazon has a great return policy if you purchase the phone directly from them they refunded my full purchase price i do not know who is actually selling these phones but whoever it is they are pulling a big scam do not order this phone,negative
my first review on amazon pissed do not purchase this phone i bought it and i did not even get mths out of it it has  it is defective the phone overheats barely picks up signal battery drains often does not keep charge and now it will not come on at all i need my money back no stars i would give it but i have to smfh,negative
do not buy this if you need a verizon phone i purchased this and after  hours on the phone with verizon and apple was told it could not be activated because it was a locked trac phone zero stars,negative
since i bought the phone the back was broken however due to illness ieve r had a chance to return the phone i have not been able to use none of the feature not even the camera i would love to return it cannot even turn it on nor off i feel like i waste my moneyplease let me know where to sent it to,negative
this was not a new phone screen protector was reapplied and the charger cord was dirty and wrapped in masking tape the charger was also ripped open,negative
i bought this phone new when i opened the box it did not look new at all i bought this phone and a straight talk sim card so a few days of me having this phone i was having an issue sending and receiving picture messages so i called straight talk and they told me it was an apple issue i called apple and they told me this phone was not used and belonged to someone in italy and they had unlocked it and also they noticed the jailbreak which i did not know about so they said they could not help me with the issueso now i am stuck with a phone that cannot send out picture messages unless it is another iphone,negative
this is the worst phone ever this product do not deserve a star i am extremely disappointed with this phone the speakers are very low i can hardly hear it ring i can hardly hear the caller on the next line also also i can hardly hear music play from this phone this phone is of no use to me i have had other phones including the ordinary phones that are not touch screens and they work much better than this phone their speakers are so much louder now i have to purchase a new phone and of course of a different brandhow can u create a phone that the customer cannot hardly hear from what has  what is the point of it being a phone and the speakers are extremely low this is ridiculous,negative
not compatible with straight talk because it is a sprint phone,negative
this phone did not last me a week after purchasing i had gotten it set up and been using it for a few days before it gave out i never dropped it or got it wet i simply let it die once and it never turned back on i tried everything and even found complaints of the same problem online i finally gave up i pull it out every now and then to see if it will charge and ive had no luck,negative
im very upset because what i got is not a half of what i expected i have to say that this cellphone comes without data cable nor earphones the box is very different from the ones i saw when looked for information about this phone even the reference guide is a simple piece of paper that can be hardly readevidently this is not a new phone it sounds badlythe sound is very very low i can almost hear it when ringingin summary a complete dissapoint i had a good concept of the products i got from amazon so far,negative
bewaredont buy this fone it might look to you as a new fone but has been tampered with i took it to apple and they verified that its still locked to verizon which is cdma also they confirmed that this fone is showing a purchase date of  which is completely wrong so this fone has definitely been tampered with no warrantyi would suggest not buying this fone apple gave all the details to me in writing and said that this fone doesnt come under any warranty,negative
good evening im really disappointed the team because i can not download it or pin whatsapp and other applications and i do not understand because my cousin has another like it and if it could be done only helps me to make calls and send texts,negative
one star is too much ,negative
i bought this product thinking that it was an original phonestarted having problems with the phone with connections and found out that the phone is a fake samsungi bought it thinking that it was an authentic samsung,negative
ive had the most frustrating experience with this seller in my life i would not actually leave any stars for them just had to this was iphone s box the bottom of the which was roughly sealed with some dirty paper to cover the real specks it was blocked and  gb instead of  gb moreover the seller would not confirm the return of this product despite my  emails to them i do not recommend anyone to do business with this seller ever,negative
i ordered two new iphones what i received were refurbished phones i was planning to gift it butnow i visited apple outlet and bought tow new iphone s,negative
display broken in a month just a light fall no stock available display price more than half of phone price hectic,negative
this phone was locked to another account and i was not able to activate it,negative
this phone is described as new but obviously is not phone appeared new in factory box the first phone died after  hours the screen when blank and could not be restarted the second one worked okay except that the microphone was bad and callers could not hear you nor could you do a voice recording,negative
the calculator do not work and the front screen does not light up when on a phone call while the phone is shut speaker will not work either has pictures i cannot erase from other person who had the phone,negative
the phone is greati just cannot understand why some sellers such that one post a faulse descriptionit has  it is not unlockedshame on youthat has  that is cheating,negative
i bought a phone for   it came in  its used and another thing it didnt say it was used when it came in i turn the phone on and the screen stayed black it never turnes on but it was on cause i could hear the volume turn up but the phone never lit up not worth my money,negative
i bought two of this product when i opened the package it was covered plastic and i was suspicious of the quality of the product i charged both phones and used one immediately the keyboard became chinese language and also the phone went off and could open again i decided not to risk my money i returned both of them immediately amazon should allowed not such fake phones in their market this will have detrimental effect in their market and reputation the good thing from amazon is that they returned my money in  days that perfect reputation with out question i would advise other not take any phone like this which the package has been plastered,negative
do not buy this phone it shut itself off automatically all the time,negative
there was something wrong with the phone i had already sent it to my country before i realized there was a black mark on the top of the screen spent a lot of t of money on it now i can return it,negative
i am very disappointed with the watch as i was seeing the watch up with the time and date the screen started blinking i finished setting the time and date and the screen remains unable to read because it continuously goes on and off,negative
this phone arrived in an att box upon putting in my tmobile sim card into the phone the phone would not work i contacted both tmobile and att and was told the phone was not unlocked i contacted the seller who stated they must have had a bad shipment come in amazon was very good about returning my money,negative
did not come with the silicone case,negative
i do not know what has  what is happen but it doest work the keyboard and i just buy it,negative
i bought this and sent it back home  even though it was a factory unlocked this phone did not work also it a old phone that they change the case just to make it nice in appearance  very bad,negative
because it took  weeks for the phone to come to my house and then the phone was defected would not work i sent the phone back all i want is a working droid razr you know it has  it is called an exchange thank you selisa beggs,negative
it trashed it did not work at all getting my money back,negative
comes with absolutely no space or storage compartment while never allowing google play to update and not allowing any downloads and only works off home wifi not service of carrier,negative
its not good its a used phone just looks good but its not,negative
was not locked to sprint as stated,negative
my biggest amazon regretthe phone is okay when i bought it as what we know for a windows phone some interesting stuff lack or apps but that has  that is fine for methen came an update lately the usb port does not work anymore i cannot neither charge or connect it to my pc i tried to search for solution online none of them work my last move is to restore factory setting then battery ran out and i have one more brick in my homewell play microsoftthis is the last time i pay money for a ms product,negative
is from verizon the cellphone dosnt isnt unlocked for any carrier dissapointed  i want a change because the prodict that i got dosnt works with my carrier,negative
i had a bad experience while the device the international model d worked great in an area with wifi it could never connect to any telecom network i tried sim cards of tmobile and att folks at tmobile worked hard to understand the nature of the problem sucks going to return it and get a uscanada d version,negative
i bought this item as a refurbished phone and it was supposed to work properly but the phone touch has problems and in my orders details i do not the option to contact the seller that is really a waste of money im so dissapointed,negative
phone stopped working right after close of return window does not charge do not waste your money,negative
the battery does not work as expected only last till  and then the phone died,negative
i thought it was unlocked and i wrote many times to ask the pin phone or online and never answered,negative
it looked like a great phone for me to use internationaly but unfortunatly the seller does not read your emails and does not follow through with the promises they make,negative
did not work in india sim so returned it,negative
i do not like this phone at alli really wish i would not have bought it,negative
this device was obviously used and it was advertised ad brand new it also took over a week before i received it i was very disappointed and planned on returning it but needed a phone i will never buy another phone from any one other than verizon,negative
beware this phone is the worst,negative
good cheap phone and seemed to work great until i had to reset the phone so i could let my son use it i backed it up and did a factory reset now the phone is not worth a dam cause it says there is a privacy code setup i never setup a privacy code and getting a hold of verykool is not easy i did find a number to the san diego office and was told a tech would call me back shortly that was  days ago spend a little more and get a moto or any thing else i would have gave this  stars if i could have only got tech support when needed,negative
i was not really thrilled when i received my phone it did not state a regular sim card would bit fit that you had to buy a sim adapter to go with it and getting the cover off was almost impossible with damaging it there was a piece that was loose and came off after trying to get the sim card to register which never did,negative
did not have a change to really uses the phone when i tried to use this phone it was a week after the expiration date for refund it would not charge when it came on it froze and went off and was not able to turn it back on phone was delivered on december   but did not get a change to use it until the first week im february when i tried to return it i was not given the option because the deadline was january   this is disgraceful and utterly unaccepted,negative
its missing a sim card and i have not been able to find one anywhere for it,negative
the phone freezes when u make callsthe screen goes black,negative
first week awesome after that phone would lose charge fast and soon stopped charging all together,negative
would not even turn on,negative
its constantly sticking,negative
guys please if you do not know what to do with your money buy that phone you will have it used for  weeks only cause this is the first crap phone i ever have i purchased that phone for my birthday not it stop working i never dropped that phone and i never put it in the water cause i know it has  it is not a waterproof phone it was in charge one day when i took it to place a phone call the phone died i cannot do nothing with it i do not why this seller sold that phone in amazon to steel people money even though you got refund when you contact amazon and return the defective item but it has  it is not fair to purchase something and after  weeks you start having problem with it so i encourage everyone to not buy that phone if you smoke please stay smoking instead of buying that phone cause this one will take you feeling away while using that crap phonedo not tell me that the phone worth the price or it is a cheap phone you do not purchase something for the price but you purchase something for you to use in it suppose to be a good quality phone honestly i regret that i used my debit card on some s like that do not buy it im saying money is not easy to make you got to spend a lot hours in order to have  so you cannot throw it away like that a word to salvation,negative
took a long time to get a defective product,negative
not worth it even of it was  bucks loaded with bloat ware everywhere get an asus instead x better,negative
are you f serious right now i paid  for a brand new phone and it comes with the seal broken and also the f box damaged who the hell is in charge of this did a terrible job you should not be selling things on amazon i do not even know what the hell is happening with my phone now if they took the liberty to open it before hand,negative
it has  it is ok a bit too flimsy a bit to easy to break glass on mind broke within  days and im very careful w my phone it had a clear bumper on the back but not the full enclosed otterbox defender look which rather ruins the look of a rose gold phone do not you thinkso i had my flimsy rose gold phone with a little clear bumper cover and now it sits in a drawer w a broken screen ,negative
beware of htc  and amazon rd party vendorspure garbage i bought this along with an otter box from amazon at the same time the phone was wellprotected and seldom used it did not matter although it was never dropped exposed to moisture or anything else it went completely dead within two months of use heres where it gets interestinghtc said at first said they had  they would honor the warranty no problem that is until they told me although i purchased it from amazon since it was a rd party vendor they had no responsibility  nor duty to replace my phone and therefore i was essentially screwedsorry amazon you have been as worthless as htc when it comes to resolving thislesson learned no more htc phones ever amazon you are better than this,negative
this phone has very poor reception so i have to use headphones when speaking on it i thought because it is a polaroid phone my pictures would be great and boy was i wrong the resolution in bad as well and all pictures come out as blurred this is not a phone to take a quick picture one would have to hold the phone steady for about  seconds to get a decent shoot i wanted to return it but my  day return time ran out so i am stuck with it one more thing it was a friend of mind who bought the  inch version that does no longer charges my friend has to take out the battery to chargethat will be the last time i take advice from a friend on buying a phone the only good thing for me is that the phone came unlocked and with a clear soft case do not buy this phone,negative
it has been over a month since i have not had this phone i sent it back to the sellers and they told me after i sent it back that i had to ship the package back through ups long story short the phone did not work im out the money plus an extra  for shipping and not to mention the timegh i purchased this phone through bbq buy hope this was helpful,negative
the phone does not even starts it does not work please let me know what i have to do to solve this,negative
the phone looks nice just for the fact that it does not keep charge you need to charge it even without using it atleast  times in hrs,negative
not good quality,negative
this phone was used because when i turned it on it was one user created in some oriental language at least its battery was used and damaged it does not last more than  hours even without been in constant activity when it has  it is suppose to last much more time as per my previous experience with sony smartphones totally dissapointed,negative
did not perform as expected when plugged in charger phone overheated at lemon also battery died after an hour i have the the blu vivoxl now best phone ever for half the price may be just had a lemon,negative
these canadian and ugandan lumia s cannot be serviced by nokia usa if you have a rodgers variant and call rodgers canada they refuse to help you cause the phone was purchased in the us,negative
if i could have gave this phone zero stars i would this phone is absolutely horrible i purchased this phone as a backup until i can upgrade to get a replacement in december the phone seems to have a delay when i call people it is common for me to make a outgoing call and not hear it ring or any noise until they pick up and say hello at least  times it freezes i cannot get group messages and sometimes cannot get multimedia messages definitely would not recommend this phone ,negative
very nice phone but i had to sent it back because i ordered a unlocked phone and when i got it  it was not unlocked and it was defective,negative
receipt of goods and the purchase is not in conformity with the receipt of the z and i bought the sony x not how to break the promise and has been the second time after sale is not to deal with me very disappointed,negative
phone ws not as per order,negative
after about a month of having it quit working will not turn on or will not charge not to happy because now my daughter is out of a phone,negative
hello in the month of may buy this model from venezuela phone always bought by amazons and believe that a safe website but with the purchase of this model of cell blacberry  le mmego once the product was to my country which may  may  active last week and that is not one had not last month and the phone is shut off suddenly it take to a cellular repair site and tell me to open the technical phone me immediately so that that sold rebuilt and explain to me what was a short circuit pipe and not the power to the source i am very dissatisfied with felt this situation because they were safety equipment buy brand new and now for this situation can answer expect a prompt reply my mail is isidelmisgmailcomthanks,negative
the blackphone is a good effort and the hardware itself seems to be quite good in an enterprise environment where security is important and coworkers are also using blackphones and where the enterprise provides support the product would be quite good but if you are simply looking to conduct encrypted communications with one or two persons obtaining blackphones would deserve a lot of thoughtone problem is that the documentation is incomplete another is that customer service is handled only by email and the lag time between asking a question and receiving an answer ranges from a day or two to several days another issue is that your communication is encrypted to the recipient only when both parties are using blackphones otherwise it is only encrypted to the blackphone server in switzerland and not from the server to the recipient,negative
the phone never turned on,negative
a bad phone refurbished,negative
phone is not unlocked waste of money it was just for verizon att does not work with it,negative
not compatible with verizon,negative
phone got here fast but it has scratches in all for corners  top volume button is jammed and also the phone freezes i cannot even get inside of it  im getting a refund,negative
i got it several days ago as i open the parcel i sadly found it totally different from what i thought before no headphones but only oneoutdated instruction mismatched mac between the printed and the actual one of the machine and one big movistar logo on the bottom of the panel it really disppointed me i guess it obviously not the one in the website yeah it has  it is unlocked and can make calls with sim card from other companies but it is with an annoying logo on the panel and welcome picture of movistar as the machine starts up,negative
pros worked well for a while lolcons did not die suddenly just fell apart daily from the outside in just faded away daily until no more,negative
it did not work i could not even put the batter in because of deformity,negative
i did not like the phone i sent it back,negative
i bought this phone in march of this year this was the worst purchase that ive made on amazon thus far from receiving the phone ive had problems with it so far ive changed the keyboard screen roller ball and battery three weeks ago the phone totally shut off and has not turned on since this was a waste of money and time i would seriously recommend not buying cell phones from amazon or this vendor,negative
the phone was not unlocked,negative
the phone i got is an european version and the two labels  label on the side saying this is an european version and works only on european sim cards  the label saying do not accept if this seal is broken on the box was cut open i returned it the same day and it was an utter waste of timethe star i have given is for amazon for shipping it in time and refunding me and not for the seller the seller deserve nothing,negative
ordered this phone and it did not come unlocked even though the description says it got unlocked it came with t mobile sim and asked for activation,negative
hello i recently bought this article and the charger plug comes with problems no charge i tried different cables and has the same problem amazon said it is certified refurbished but seems not to be so,negative
it is too slow and takes a takes a long time topick up on wifi,negative
it is too slow and takes a takes a long time topick up on wifi,negative
terrible bought  to send to jamaica and one do not work,negative
i purchased  apple iphone  phones from ideal expert last month both looked brand newbut clearly looks can be deceivingfrom the start one phone had a problem where the recipient heard a strong echodistortion when speaking which interfered with the conversation when i sent an email through amazon clearly articulating the problem to the company i received a brief response from their team have you tried calling the manufacture for an exchangeconsidering my options i decided to take my phone to an expert to see whether he could solve the problem a couple of seconds after opening the case he told me that the phone was not a new one but refurbished at a glance he could see clear evidence of water damage and it was missing all kinds of screws fastenersetci was horrified to learn this and deeply troubled that ideal expert considers this acceptable practice  particularly given their supposed complete customer satisfaction guarantee we stand behind the quality of our products with an ironclad  guarantee we are in the business of building longterm relationships with our customers and we are confident that you will be satisfied with each and every purchase made from us we offer an exclusive ez nohassle return policy if for any reason you are not satisfied simply send your product back to us for an immediate replacement or refundin my opinion ideal expert has displayed a flagrant disregard of integrity and have manifest very poor business ethics and practice i fail to see how such behaviour can lead to longterm relationships nor to fullysatisfied customersif my experience is anything to go by my strong recommendation to all potential purchasers is buyers bewareupdate shortly after my posting i received an email from the ideal expert team as follows this was bought in august we are now in october and cannot accept a return this is past  days and we will not accept a return i responded to correct their error  reminding them that i had in fact notified their team of the problem well within the time frame and had even received their acknowledgement of that emaili remain deeply concerned that ideal xpert has not only sold defective goods but then chose to use their time period as an excuse for not dealing with the problem i still fail to see how such poor business practices are deemed acceptable by the companyupdate  today the screen of my iphone  went blankwithout any warning nor any good reason the phone is again back with my tech expert to try to resolve,negative
